"'LOTE","'FECHA","'METODO","'N.DE LITROS","'VALOR","'N.DE JORNALES","'VALOR","'VALOR TOTAL","'ACUMULADO VALOR",
"'Tomation","'06-27","'Guadaua","'","'","'","'","'275000","'23'289.400",
"'Batea","'06-27","'C.Q/CO","'3.6+/.5","'126000","'3 cradras","'240.000","'306.000","'23'655.400",
"'","'06-27","'Guadana","'","'","'","'","'440.000","'24'095 400",
"'/cenicale","'06-28","'Guadana","'","'","'","'","'165000","'24'260.400",
"'Ladeva","'07.4","'C.Q/W","'SL+ZL+ZL","'225000","'4er 80000","'320.000","'545000","'24'805.400",
"'carawl","'07.4","'Gradeun","'","'","'","'","'330000","'25'135 400",
"'culebra","'08.12","'Guadana","'","'","'","'","'495000","'25'630.400",
"'pubi'2","'07.5","'Guadaia","'","'","'","'","'880.000","'26'510.400",
"'Guamera","'07-25","'Guadaina","'","'","'","'","'440.000","'26'950400",
"'","'07-22","'C.Q/CO","'9,61+4L","'352000","'Swadras","'640000","'640000","'27'590400",
"'pelodoia","'07.26","'C.O/co","'4,8+22","'176 000","'4 ""","'320000","'496.000","'28'086400",
"'pelodora","'07.25","'Derbefucado","'","'","'18","'","'864000","'28' 950 400",
"'Gramera","'08-","'","'","'","'35","'","'i680000","'30'630 400",
"'cerical","'08.7","'C.Q/W","'3Lt IC","'106000","'","'160000","'176000","'30'800400",
"'culebra","'08-14","'Desbyricada","'","'","'20","'960000","'960000","'31 7 6 400",
"'Batea","'08 . 15","'11","'","'","'12","'576000","'576000","'32' 342 . 400",
"'Motob.","'08-","'C.Q/20","'4,42+1.8","'161.000","'4,5 cuadra","'360000","'521.000","'32'863400",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'85.40039063","'89.35546875","'92.23632813","'91.40625000","'93.89648438","'92.77343750","'93.21289063","'93.11523438","'94.53125000",
"'75.19531250","'78.71093750","'81.20117188","'80.51757813","'82.66601563","'81.68945313","'82.08007813","'82.03125000","'83.25195313",
"'78.85742188","'82.56835938","'85.20507813","'84.47265625","'86.71875000","'85.69335938","'86.13281250","'86.03515625","'87.30468750",
"'81.44531250","'85.25390625","'87.98828125","'87.20703125","'89.55078125","'88.47656250","'88.91601563","'88.81835938","'90.13671875",
"'79.54101563","'83.30078125","'85.93750000","'85.20507813","'87.50000000","'86.42578125","'86.86523438","'86.76757813","'88.08593750",
"'81.25000000","'85.05859375","'87.79296875","'87.01171875","'89.35546875","'88.28125000","'88.72070313","'88.67187500","'89.94140625",
"'81.25000000","'85.05859375","'87.79296875","'87.01171875","'89.35546875","'88.28125000","'88.72070313","'88.67187500","'89.94140625",
"'79.58984375","'83.34960938","'85.98632813","'85.25390625","'87.54882813","'86.47460938","'86.91406250","'86.81640625","'88.13476563",
"'80.81054688","'84.57031250","'87.25585938","'86.52343750","'88.86718750","'87.79296875","'88.23242188","'88.13476563","'89.45312500",
"'79.54101563","'83.30078125","'85.93750000","'85.20507813","'87.50000000","'86.42578125","'86.86523438","'86.76757813","'88.08593750",
"'81.44531250","'85.25390625","'87.98828125","'87.20703125","'89.55078125","'88.47656250","'88.91601563","'88.81835938","'90.13671875",
"'82.27539063","'86.08398438","'88.86718750","'88.08593750","'90.47851563","'89.35546875","'89.79492188","'89.74609375","'91.06445313",
"'81.34765625","'85.15625000","'87.89062500","'87.10937500","'89.45312500","'88.37890625","'88.81835938","'88.72070313","'90.03906250",
"'81.68945313","'85.49804688","'88.23242188","'87.50000000","'89.84375000","'88.76953125","'89.20898438","'89.11132813","'90.42968750",
"'82.47070313","'86.32812500","'89.06250000","'88.28125000","'90.67382813","'89.59960938","'90.03906250","'89.94140625","'91.30859375",
"'82.32421875","'86.13281250","'88.91601563","'88.13476563","'90.47851563","'89.40429688","'89.84375000","'89.74609375","'91.11328125",
"'81.88476563","'85.69335938","'88.42773438","'87.64648438","'90.03906250","'88.91601563","'89.40429688","'89.30664063","'90.62500000",
"'84.66796875","'88.62304688","'91.45507813","'90.62500000","'93.11523438","'91.94335938","'92.43164063","'92.33398438","'93.70117188",
