"'","'LOTE","'FECHA","'METODO","'N.DE LITROS","'VALOR","'N.DE JORNALES","'VALOR","'VALOR TOTAL","'ACUMULADO VALOR",
"'","'7","'05.13","'","'","'","'22 x48","'000","'1560.000","'31374260",
"'*","'5","'05 - 23","'11","'","'","'25x48","'000","'1'200.000","'32'534260",
"'","'5","'05-24","'c.Q/w","'4L+2L+1.2tok","'260.000","'","'400.000","'660.000","'33'224260",
"'","'6","'","'06-20","'","'","'23","'","'1104.000","'34'328.200",
"'","'6.","'05-31","'C.Q/20","'41+1.2+0,4","'215000","'","'480000","'695000","'35'023 260",
"'","'11","'05-29","'plateo","'","'","'26","'","'1248000","'36'276 260",
"'","'11","'06-7","'Guadaiia","'","'","'","'440.000","'440.000","'36 711 260",
"'","'7","'06-3","'C.Q/CO","'D 3+0,670,2","'110.000","'","'240000","'350,000","'37'061260",
"'","'8","'06-7","'C.Q/W","'6+1.2 to,3","'2 20000","'","'400.000","'620.000","'37'681260",
"'","'1","'06-3","'Guadawa","'","'","'","'320000","'440.000","'38.121260",
"'","'1","'06.4","'plateo","'","'","'24","'","'1152000","'39'273260",
"'","'1zatra","'06-12","'e.Q/co","'4,5+03","'150000","'","'320000","'470000","'39 743260",
"'","'101","'06-14","'Guadana","'","'","'","'","'253000","'39'990260",
"'","'9","'06-13","'11","'","'","'","'","'253000","'40'249 260",
"'","'4","'06-17","'pubejucada","'","'","'18","'","'864000","'41 /13 260",
"'2","'","'06.18","'e.Q/w","'4,5+0,6+0,3","'160000","'","'288000","'448000","'41561260",
"'13","'","'00-18","'C.Q/CO","'3 + 0 6 6 0 0","'120000","'","'248000","'368000","'41'929260",
,,,,,,,,,

'Confidence Scores % (Table Cell)
""'48.38867188","'55.46875000","'88.81835938","'91.65039063","'91.74804688","'93.35937500","'92.13867188","'93.55468750","'93.01757813","'93.84765625",
"'44.23828125","'50.68359375","'81.20117188","'83.78906250","'83.88671875","'85.35156250","'84.22851563","'85.49804688","'85.05859375","'85.79101563",
"'45.09277344","'51.66015625","'82.76367188","'85.40039063","'85.49804688","'87.01171875","'85.83984375","'87.15820313","'86.66992188","'87.45117188",
"'46.16699219","'52.88085938","'84.71679688","'87.40234375","'87.50000000","'89.06250000","'87.89062500","'89.25781250","'88.72070313","'89.50195313",
"'45.33691406","'51.95312500","'83.20312500","'85.83984375","'85.93750000","'87.45117188","'86.32812500","'87.64648438","'87.15820313","'87.89062500",
"'46.06933594","'52.78320313","'84.52148438","'87.25585938","'87.35351563","'88.86718750","'87.69531250","'89.06250000","'88.57421875","'89.30664063",
"'46.55761719","'53.36914063","'85.44921875","'88.18359375","'88.23242188","'89.79492188","'88.62304688","'89.99023438","'89.50195313","'90.28320313",
"'45.43457031","'52.05078125","'83.34960938","'86.03515625","'86.13281250","'87.64648438","'86.47460938","'87.84179688","'87.35351563","'88.08593750",
"'46.16699219","'52.88085938","'84.71679688","'87.40234375","'87.50000000","'89.06250000","'87.89062500","'89.25781250","'88.72070313","'89.50195313",
"'45.58105469","'52.24609375","'83.64257813","'86.32812500","'86.42578125","'87.93945313","'86.76757813","'88.08593750","'87.59765625","'88.37890625",
"'44.89746094","'51.46484375","'82.37304688","'85.00976563","'85.10742188","'86.62109375","'85.44921875","'86.76757813","'86.32812500","'87.06054688",
"'45.58105469","'52.24609375","'83.64257813","'86.32812500","'86.42578125","'87.93945313","'86.76757813","'88.08593750","'87.59765625","'88.37890625",
"'45.67871094","'52.34375000","'83.83789063","'86.52343750","'86.57226563","'88.13476563","'86.96289063","'88.28125000","'87.79296875","'88.57421875",
"'46.06933594","'52.78320313","'84.52148438","'87.25585938","'87.35351563","'88.86718750","'87.69531250","'89.06250000","'88.57421875","'89.30664063",
"'45.36132813","'52.00195313","'83.25195313","'85.88867188","'85.98632813","'87.50000000","'86.32812500","'87.69531250","'87.20703125","'87.93945313",
"'46.38671875","'53.17382813","'85.10742188","'87.84179688","'87.93945313","'89.50195313","'88.28125000","'89.64843750","'89.16015625","'89.94140625",
"'36.62109375","'36.62109375","'84.22851563","'86.91406250","'87.01171875","'88.52539063","'87.35351563","'88.72070313","'88.23242188","'89.01367188",
"'48.38867188","'55.46875000","'88.81835938","'91.65039063","'91.74804688","'93.35937500","'92.13867188","'93.55468750","'93.01757813","'93.84765625",
